date,market,account,brand,category,rep,goal,sales_volume,displays,pods,voids
2026-02-08,Houston,Tom Thumb,Lone Star Vodka,Wine,Drew Kim,123,123,1,16,0
2026-02-08,Houston,Central Market,Hill Country IPA,Beer,Taylor Morgan,203,207,0,18,1
2026-02-08,Dallas,Kroger,Estate Ridge Cabernet,Spirits,Alex Carter,105,96,0,15,1
2026-02-08,Dallas,Central Market,Prairie Pinot Grigio,Wine,Drew Kim,129,129,0,13,0
2026-02-08,San Antonio,Central Market,Estate Ridge Cabernet,Wine,Jordan Lee,148,141,1,12,0
2026-02-08,Houston,Kroger,Estate Ridge Cabernet,Wine,Taylor Morgan,174,182,2,16,2
2026-02-08,Dallas,Tom Thumb,Gulf Tequila,Spirits,Sam Nguyen,74,62,0,18,3
2026-02-08,Houston,Whole Foods,Prairie Pinot Grigio,Wine,Drew Kim,154,133,0,17,0
2026-02-08,Houston,Tom Thumb,Lone Star Vodka,Wine,Riley Brooks,123,104,0,10,0
2026-02-08,Austin,Central Market,Lone Star Vodka,Wine,Casey Diaz,178,187,2,13,2
2026-02-08,Dallas,Tom Thumb,Lone Star Vodka,Beer,Taylor Morgan,136,138,1,10,2
2026-02-08,Houston,Market Street,Estate Ridge Cabernet,Spirits,Casey Diaz,137,108,0,5,0
2026-02-08,San Antonio,Whole Foods,Hill Country IPA,Wine,Jamie Patel,182,195,1,18,3
2026-02-08,Houston,Market Street,Lone Star Vodka,Wine,Taylor Morgan,180,213,2,18,0
2026-02-08,Dallas,Central Market,Gulf Tequila,Beer,Jamie Patel,152,143,1,11,1
2026-02-08,Houston,Market Street,Hill Country IPA,Spirits,Jamie Patel,137,131,1,12,1
2026-02-08,Houston,Market Street,Hill Country IPA,Spirits,Casey Diaz,134,102,0,13,0
2026-02-08,Houston,Whole Foods,Prairie Pinot Grigio,Beer,Alex Carter,185,160,0,8,1
2026-02-08,Houston,Tom Thumb,Lone Star Vodka,Beer,Jordan Lee,188,179,1,11,2
2026-02-08,Houston,Central Market,Lone Star Vodka,Wine,Taylor Morgan,148,138,0,15,2
2026-02-08,San Antonio,Central Market,Prairie Pinot Grigio,Spirits,Drew Kim,140,140,1,14,2
2026-02-08,Austin,Kroger,Estate Ridge Cabernet,Spirits,Sam Nguyen,115,117,0,12,0
2026-02-08,Austin,Market Street,Prairie Pinot Grigio,Spirits,Casey Diaz,130,140,1,11,0
2026-02-08,Houston,Kroger,Lone Star Vodka,Spirits,Alex Carter,138,99,0,10,0
2026-02-08,Dallas,Kroger,Gulf Tequila,Spirits,Riley Brooks,90,98,1,7,1
2026-02-08,San Antonio,Tom Thumb,Gulf Tequila,Spirits,Jamie Patel,140,175,1,13,0
2026-02-08,Dallas,Whole Foods,Estate Ridge Cabernet,Wine,Taylor Morgan,109,97,0,9,3
2026-02-08,Austin,Central Market,Gulf Tequila,Spirits,Riley Brooks,105,99,0,8,1
2026-02-08,San Antonio,Tom Thumb,Gulf Tequila,Spirits,Alex Carter,92,117,2,7,0
2026-02-08,Austin,Whole Foods,Prairie Pinot Grigio,Beer,Jordan Lee,189,191,0,11,1
2026-02-08,Dallas,Tom Thumb,Estate Ridge Cabernet,Wine,Taylor Morgan,118,119,1,14,0
2026-02-08,Austin,Whole Foods,Gulf Tequila,Spirits,Drew Kim,131,146,2,4,0
2026-02-08,Dallas,Kroger,Hill Country IPA,Beer,Jamie Patel,174,166,1,17,3
2026-02-08,Austin,Whole Foods,Lone Star Vodka,Beer,Casey Diaz,186,156,0,12,0
2026-02-08,Dallas,Tom Thumb,Estate Ridge Cabernet,Spirits,Jamie Patel,89,77,0,13,0
2026-02-08,San Antonio,Central Market,Gulf Tequila,Wine,Jamie Patel,142,124,0,11,2
2026-02-08,San Antonio,Market Street,Lone Star Vodka,Beer,Drew Kim,200,227,3,12,0
2026-02-08,Austin,Market Street,Prairie Pinot Grigio,Wine,Jamie Patel,209,239,3,9,1
2026-02-08,San Antonio,Tom Thumb,Estate Ridge Cabernet,Beer,Taylor Morgan,165,143,0,17,0
2026-02-08,Houston,Whole Foods,Estate Ridge Cabernet,Wine,Casey Diaz,194,165,0,7,1
2026-02-08,San Antonio,Tom Thumb,Gulf Tequila,Spirits,Casey Diaz,127,119,1,8,1
2026-02-08,San Antonio,Central Market,Gulf Tequila,Spirits,Riley Brooks,101,101,1,16,4
2026-02-08,Dallas,Tom Thumb,Lone Star Vodka,Beer,Alex Carter,160,181,1,12,1
2026-02-08,Houston,Central Market,Gulf Tequila,Spirits,Sam Nguyen,119,105,1,9,3
2026-02-08,San Antonio,Whole Foods,Estate Ridge Cabernet,Spirits,Drew Kim,101,84,0,9,0
2026-02-08,Houston,Tom Thumb,Gulf Tequila,Wine,Jordan Lee,131,136,3,16,2
2026-02-08,Houston,Tom Thumb,Lone Star Vodka,Beer,Jamie Patel,186,154,0,12,1
2026-02-08,Dallas,Market Street,Estate Ridge Cabernet,Spirits,Riley Brooks,96,140,4,9,2
2026-02-08,Dallas,Tom Thumb,Prairie Pinot Grigio,Spirits,Drew Kim,100,99,0,12,0
2026-02-08,Houston,Tom Thumb,Prairie Pinot Grigio,Beer,Riley Brooks,186,171,2,6,1
2026-02-08,Dallas,Market Street,Lone Star Vodka,Spirits,Drew Kim,110,117,1,9,0
2026-02-08,Austin,Kroger,Estate Ridge Cabernet,Spirits,Taylor Morgan,117,123,1,8,0
2026-02-08,Houston,Central Market,Prairie Pinot Grigio,Wine,Riley Brooks,173,144,1,11,3
2026-02-08,Austin,Market Street,Gulf Tequila,Beer,Riley Brooks,179,208,2,17,2
2026-02-08,Dallas,Central Market,Gulf Tequila,Spirits,Alex Carter,112,104,2,15,2
2026-02-08,Dallas,Kroger,Prairie Pinot Grigio,Spirits,Drew Kim,109,89,1,13,3
2026-02-08,Houston,Central Market,Hill Country IPA,Spirits,Riley Brooks,150,175,1,13,0
2026-02-08,Dallas,Tom Thumb,Estate Ridge Cabernet,Spirits,Riley Brooks,95,91,2,13,1
2026-02-08,Dallas,Market Street,Hill Country IPA,Beer,Casey Diaz,164,162,1,6,2
2026-02-08,Houston,Market Street,Lone Star Vodka,Beer,Jordan Lee,186,256,3,13,1
2026-02-08,Dallas,Whole Foods,Gulf Tequila,Spirits,Drew Kim,99,81,1,11,1
2026-02-08,Houston,Whole Foods,Estate Ridge Cabernet,Spirits,Taylor Morgan,132,133,2,12,1
2026-02-08,Houston,Market Street,Gulf Tequila,Spirits,Taylor Morgan,152,187,3,12,1
2026-02-08,San Antonio,Central Market,Hill Country IPA,Wine,Riley Brooks,161,149,1,11,1
2026-02-08,Dallas,Whole Foods,Lone Star Vodka,Wine,Drew Kim,130,132,3,12,1
2026-02-08,Austin,Central Market,Gulf Tequila,Wine,Alex Carter,119,130,5,14,1
2026-02-08,Houston,Market Street,Prairie Pinot Grigio,Beer,Casey Diaz,195,201,2,11,3
2026-02-08,San Antonio,Whole Foods,Hill Country IPA,Wine,Drew Kim,150,171,1,14,2
2026-02-08,Austin,Kroger,Gulf Tequila,Wine,Sam Nguyen,140,116,0,13,0
2026-02-08,Houston,Kroger,Prairie Pinot Grigio,Wine,Sam Nguyen,160,168,1,13,2
2026-02-08,Houston,Kroger,Lone Star Vodka,Spirits,Drew Kim,112,124,0,12,1
2026-02-09,Houston,Central Market,Lone Star Vodka,Spirits,Jamie Patel,111,113,1,11,0
2026-02-09,Houston,Tom Thumb,Prairie Pinot Grigio,Beer,Jamie Patel,185,179,1,7,1
2026-02-09,Austin,Tom Thumb,Estate Ridge Cabernet,Wine,Alex Carter,135,174,4,16,0
2026-02-09,Dallas,Central Market,Gulf Tequila,Beer,Jamie Patel,168,149,0,9,1
2026-02-09,San Antonio,Kroger,Gulf Tequila,Spirits,Alex Carter,120,107,1,12,3
2026-02-09,Houston,Central Market,Hill Country IPA,Wine,Jamie Patel,171,164,1,5,0
2026-02-09,Houston,Whole Foods,Estate Ridge Cabernet,Spirits,Riley Brooks,122,157,3,15,3
2026-02-09,Austin,Kroger,Hill Country IPA,Beer,Riley Brooks,174,211,2,12,0
2026-02-09,San Antonio,Kroger,Lone Star Vodka,Spirits,Riley Brooks,116,105,0,7,0
2026-02-09,San Antonio,Market Street,Prairie Pinot Grigio,Spirits,Jordan Lee,140,134,0,10,0
2026-02-09,Houston,Tom Thumb,Lone Star Vodka,Wine,Jordan Lee,149,124,1,8,1
2026-02-09,Austin,Kroger,Gulf Tequila,Wine,Casey Diaz,131,140,2,13,0
2026-02-09,Houston,Tom Thumb,Prairie Pinot Grigio,Spirits,Jamie Patel,113,107,0,15,2
2026-02-09,Houston,Market Street,Prairie Pinot Grigio,Spirits,Sam Nguyen,134,134,0,14,0
2026-02-09,Dallas,Market Street,Estate Ridge Cabernet,Spirits,Sam Nguyen,125,158,2,11,0
2026-02-09,Dallas,Central Market,Estate Ridge Cabernet,Spirits,Jamie Patel,115,116,0,13,2
2026-02-09,Houston,Kroger,Estate Ridge Cabernet,Wine,Riley Brooks,164,221,3,11,0
2026-02-09,Dallas,Kroger,Prairie Pinot Grigio,Spirits,Sam Nguyen,116,78,0,11,0
2026-02-09,Dallas,Kroger,Lone Star Vodka,Wine,Taylor Morgan,124,118,0,16,0
2026-02-09,Austin,Central Market,Estate Ridge Cabernet,Beer,Casey Diaz,176,199,3,14,0
2026-02-09,Austin,Market Street,Estate Ridge Cabernet,Wine,Taylor Morgan,162,159,2,8,0
2026-02-09,Austin,Whole Foods,Hill Country IPA,Beer,Riley Brooks,183,149,0,12,1
2026-02-09,Houston,Central Market,Estate Ridge Cabernet,Beer,Riley Brooks,212,250,2,11,2
2026-02-09,Dallas,Market Street,Estate Ridge Cabernet,Wine,Alex Carter,140,185,3,12,1
2026-02-09,Austin,Central Market,Gulf Tequila,Wine,Drew Kim,135,167,2,14,0
2026-02-09,San Antonio,Tom Thumb,Estate Ridge Cabernet,Beer,Riley Brooks,189,148,1,6,1
2026-02-09,Dallas,Central Market,Gulf Tequila,Beer,Drew Kim,175,145,0,10,3
2026-02-09,Austin,Market Street,Lone Star Vodka,Wine,Taylor Morgan,134,94,2,5,5
2026-02-09,Austin,Market Street,Estate Ridge Cabernet,Spirits,Sam Nguyen,177,184,2,14,0
2026-02-09,Houston,Tom Thumb,Gulf Tequila,Spirits,Taylor Morgan,124,116,0,9,2
2026-02-09,Austin,Kroger,Prairie Pinot Grigio,Wine,Taylor Morgan,117,133,1,19,0
2026-02-09,Austin,Kroger,Hill Country IPA,Beer,Taylor Morgan,178,216,3,14,0
2026-02-09,Dallas,Market Street,Lone Star Vodka,Wine,Alex Carter,174,202,1,6,0
2026-02-09,Dallas,Whole Foods,Prairie Pinot Grigio,Beer,Alex Carter,170,136,0,13,5
2026-02-09,San Antonio,Central Market,Hill Country IPA,Beer,Taylor Morgan,189,194,1,12,1
2026-02-09,Austin,Whole Foods,Gulf Tequila,Beer,Riley Brooks,179,209,2,13,1
2026-02-09,San Antonio,Market Street,Estate Ridge Cabernet,Beer,Drew Kim,233,294,2,9,0
2026-02-09,Houston,Tom Thumb,Gulf Tequila,Beer,Alex Carter,166,181,2,8,4
2026-02-09,San Antonio,Whole Foods,Estate Ridge Cabernet,Spirits,Casey Diaz,119,115,1,10,2
2026-02-09,San Antonio,Kroger,Prairie Pinot Grigio,Beer,Riley Brooks,177,169,2,17,1
2026-02-09,Houston,Central Market,Estate Ridge Cabernet,Wine,Jordan Lee,132,132,1,12,0
2026-02-09,Houston,Central Market,Gulf Tequila,Wine,Riley Brooks,169,192,2,13,0
2026-02-09,Houston,Central Market,Estate Ridge Cabernet,Wine,Jordan Lee,140,117,2,10,0
2026-02-09,Houston,Whole Foods,Estate Ridge Cabernet,Wine,Riley Brooks,178,177,1,15,0
2026-02-09,Houston,Tom Thumb,Prairie Pinot Grigio,Beer,Jordan Lee,185,201,1,12,1
2026-02-09,Dallas,Tom Thumb,Hill Country IPA,Wine,Drew Kim,124,106,1,15,3
2026-02-09,San Antonio,Tom Thumb,Lone Star Vodka,Wine,Alex Carter,146,148,1,12,1
2026-02-09,Houston,Central Market,Estate Ridge Cabernet,Beer,Jamie Patel,230,214,1,12,0
2026-02-09,San Antonio,Market Street,Prairie Pinot Grigio,Spirits,Taylor Morgan,154,157,1,15,1
2026-02-09,Dallas,Whole Foods,Lone Star Vodka,Beer,Taylor Morgan,177,154,0,16,1
2026-02-09,San Antonio,Central Market,Prairie Pinot Grigio,Wine,Taylor Morgan,153,184,2,13,0
2026-02-09,Houston,Market Street,Estate Ridge Cabernet,Spirits,Drew Kim,176,185,3,13,1
2026-02-09,Houston,Market Street,Estate Ridge Cabernet,Wine,Taylor Morgan,159,208,0,10,0
2026-02-09,San Antonio,Tom Thumb,Lone Star Vodka,Beer,Alex Carter,184,213,1,12,0
2026-02-09,Houston,Tom Thumb,Estate Ridge Cabernet,Beer,Sam Nguyen,189,171,2,9,0
2026-02-09,Austin,Central Market,Estate Ridge Cabernet,Wine,Sam Nguyen,164,178,3,12,1
2026-02-09,Austin,Kroger,Gulf Tequila,Wine,Taylor Morgan,147,123,0,16,1
2026-02-09,San Antonio,Market Street,Estate Ridge Cabernet,Wine,Jamie Patel,171,155,0,10,1
2026-02-09,San Antonio,Tom Thumb,Gulf Tequila,Wine,Casey Diaz,138,114,1,10,2
2026-02-09,Dallas,Whole Foods,Hill Country IPA,Spirits,Jordan Lee,94,99,1,13,0
2026-02-09,San Antonio,Kroger,Lone Star Vodka,Spirits,Riley Brooks,131,131,1,14,1
2026-02-09,Houston,Central Market,Hill Country IPA,Spirits,Taylor Morgan,154,161,1,8,0
2026-02-09,Dallas,Market Street,Gulf Tequila,Beer,Alex Carter,149,162,3,11,2
2026-02-09,Dallas,Whole Foods,Gulf Tequila,Wine,Jordan Lee,119,115,1,6,0
2026-02-09,Austin,Central Market,Estate Ridge Cabernet,Beer,Taylor Morgan,176,136,0,11,3
2026-02-09,San Antonio,Whole Foods,Estate Ridge Cabernet,Spirits,Jordan Lee,113,113,2,15,0
2026-02-09,Austin,Kroger,Gulf Tequila,Beer,Jordan Lee,162,180,2,9,2
2026-02-09,Austin,Central Market,Prairie Pinot Grigio,Wine,Alex Carter,137,168,1,12,1
2026-02-09,Houston,Market Street,Hill Country IPA,Beer,Jordan Lee,204,190,0,14,0
2026-02-09,Houston,Whole Foods,Lone Star Vodka,Spirits,Drew Kim,149,171,2,13,2
2026-02-09,Houston,Market Street,Prairie Pinot Grigio,Spirits,Casey Diaz,125,118,1,15,1
2026-02-09,San Antonio,Whole Foods,Estate Ridge Cabernet,Wine,Casey Diaz,156,140,1,14,1
2026-02-09,Houston,Whole Foods,Hill Country IPA,Spirits,Casey Diaz,128,136,1,14,1
2026-02-09,San Antonio,Tom Thumb,Hill Country IPA,Wine,Drew Kim,112,127,1,15,0
2026-02-09,San Antonio,Market Street,Estate Ridge Cabernet,Beer,Alex Carter,187,169,0,11,1
2026-02-09,Houston,Whole Foods,Gulf Tequila,Spirits,Sam Nguyen,135,128,1,14,1
2026-02-09,Austin,Tom Thumb,Estate Ridge Cabernet,Spirits,Taylor Morgan,106,117,1,9,2
2026-02-09,Houston,Kroger,Gulf Tequila,Beer,Taylor Morgan,184,209,2,10,0
2026-02-09,San Antonio,Central Market,Gulf Tequila,Beer,Jordan Lee,181,197,2,16,0
2026-02-09,Austin,Tom Thumb,Lone Star Vodka,Spirits,Sam Nguyen,95,100,1,10,3
2026-02-09,Austin,Market Street,Estate Ridge Cabernet,Beer,Casey Diaz,170,151,1,13,1
2026-02-09,Houston,Kroger,Prairie Pinot Grigio,Wine,Riley Brooks,148,147,2,13,0
2026-02-09,Dallas,Market Street,Gulf Tequila,Beer,Sam Nguyen,168,146,0,16,1
2026-02-09,Austin,Tom Thumb,Hill Country IPA,Beer,Sam Nguyen,163,180,1,17,0
2026-02-09,Houston,Whole Foods,Hill Country IPA,Spirits,Casey Diaz,164,173,1,10,1
2026-02-09,Houston,Market Street,Prairie Pinot Grigio,Wine,Jordan Lee,180,207,2,8,1
2026-02-09,Dallas,Kroger,Lone Star Vodka,Wine,Alex Carter,125,124,1,14,1
2026-02-09,Dallas,Whole Foods,Prairie Pinot Grigio,Spirits,Jordan Lee,104,92,0,16,2
2026-02-09,Houston,Market Street,Estate Ridge Cabernet,Spirits,Taylor Morgan,141,149,1,14,0
2026-02-09,Houston,Central Market,Lone Star Vodka,Wine,Riley Brooks,144,124,1,13,1
2026-02-09,Dallas,Whole Foods,Lone Star Vodka,Beer,Riley Brooks,184,211,3,13,1
2026-02-09,Dallas,Central Market,Prairie Pinot Grigio,Spirits,Jordan Lee,121,134,2,5,1
2026-02-09,Houston,Tom Thumb,Prairie Pinot Grigio,Wine,Jordan Lee,152,125,1,11,0
2026-02-09,Austin,Whole Foods,Lone Star Vodka,Spirits,Casey Diaz,131,159,2,11,0
2026-02-09,Austin,Tom Thumb,Estate Ridge Cabernet,Spirits,Riley Brooks,121,131,3,8,0
2026-02-09,Houston,Market Street,Lone Star Vodka,Wine,Jamie Patel,180,149,0,14,0
2026-02-09,San Antonio,Kroger,Gulf Tequila,Spirits,Riley Brooks,101,108,0,12,0
2026-02-09,Austin,Whole Foods,Lone Star Vodka,Beer,Jordan Lee,191,184,1,11,2
2026-02-09,Houston,Central Market,Hill Country IPA,Spirits,Alex Carter,138,108,0,19,2
2026-02-09,Houston,Market Street,Prairie Pinot Grigio,Beer,Taylor Morgan,207,200,1,13,4
2026-02-10,Houston,Tom Thumb,Lone Star Vodka,Spirits,Drew Kim,122,122,1,14,0
2026-02-10,Austin,Kroger,Gulf Tequila,Beer,Jordan Lee,161,156,0,13,0
2026-02-10,Houston,Tom Thumb,Prairie Pinot Grigio,Spirits,Jamie Patel,124,143,2,19,1
2026-02-10,Austin,Market Street,Lone Star Vodka,Wine,Jordan Lee,145,137,0,12,1
2026-02-10,Houston,Tom Thumb,Gulf Tequila,Beer,Riley Brooks,160,180,0,10,0
2026-02-10,Austin,Central Market,Gulf Tequila,Spirits,Jordan Lee,113,125,1,13,0
2026-02-10,San Antonio,Whole Foods,Gulf Tequila,Spirits,Riley Brooks,133,153,1,20,2
2026-02-10,Austin,Market Street,Lone Star Vodka,Spirits,Riley Brooks,138,143,1,12,0
2026-02-10,San Antonio,Kroger,Lone Star Vodka,Spirits,Sam Nguyen,111,126,1,16,1
2026-02-10,Austin,Whole Foods,Gulf Tequila,Wine,Taylor Morgan,155,153,0,8,2
2026-02-10,Houston,Market Street,Hill Country IPA,Spirits,Riley Brooks,120,111,0,13,2
2026-02-10,Austin,Market Street,Hill Country IPA,Spirits,Jamie Patel,128,155,2,7,0
2026-02-10,Dallas,Central Market,Hill Country IPA,Beer,Jamie Patel,145,140,0,13,2
2026-02-10,Houston,Whole Foods,Estate Ridge Cabernet,Spirits,Casey Diaz,114,132,1,13,0
2026-02-10,Austin,Whole Foods,Gulf Tequila,Spirits,Jordan Lee,112,109,1,9,1
2026-02-10,Dallas,Market Street,Gulf Tequila,Spirits,Casey Diaz,132,121,0,14,0
2026-02-10,Dallas,Tom Thumb,Estate Ridge Cabernet,Beer,Jamie Patel,165,188,2,12,0
2026-02-10,Houston,Whole Foods,Gulf Tequila,Spirits,Alex Carter,136,135,0,14,0
2026-02-10,Houston,Kroger,Estate Ridge Cabernet,Wine,Jamie Patel,154,154,1,10,0
2026-02-10,Dallas,Kroger,Gulf Tequila,Beer,Riley Brooks,166,177,1,16,0
2026-02-10,Austin,Whole Foods,Gulf Tequila,Spirits,Alex Carter,122,149,2,15,0
2026-02-10,Austin,Tom Thumb,Gulf Tequila,Wine,Sam Nguyen,117,122,1,12,3
2026-02-10,Dallas,Whole Foods,Lone Star Vodka,Spirits,Riley Brooks,136,135,1,10,1
2026-02-10,San Antonio,Central Market,Gulf Tequila,Spirits,Drew Kim,131,128,0,13,0
2026-02-10,Houston,Central Market,Lone Star Vodka,Wine,Sam Nguyen,152,188,2,12,1
2026-02-10,Dallas,Central Market,Gulf Tequila,Beer,Drew Kim,160,192,1,12,2
2026-02-10,San Antonio,Kroger,Prairie Pinot Grigio,Beer,Sam Nguyen,184,180,1,8,0
2026-02-10,San Antonio,Tom Thumb,Prairie Pinot Grigio,Beer,Jamie Patel,168,157,0,10,2
2026-02-10,San Antonio,Tom Thumb,Gulf Tequila,Spirits,Alex Carter,94,97,1,17,3
2026-02-10,Dallas,Market Street,Estate Ridge Cabernet,Wine,Jamie Patel,144,157,1,13,1
2026-02-10,Houston,Kroger,Hill Country IPA,Wine,Jamie Patel,141,181,2,14,1
2026-02-10,Austin,Tom Thumb,Lone Star Vodka,Spirits,Riley Brooks,117,96,0,13,2
2026-02-10,San Antonio,Central Market,Prairie Pinot Grigio,Spirits,Drew Kim,111,107,1,15,0
2026-02-10,Austin,Central Market,Lone Star Vodka,Spirits,Casey Diaz,101,91,0,13,0
2026-02-10,San Antonio,Market Street,Hill Country IPA,Beer,Sam Nguyen,213,209,0,11,0
2026-02-10,Austin,Market Street,Lone Star Vodka,Wine,Drew Kim,163,149,1,13,1
2026-02-10,Dallas,Kroger,Hill Country IPA,Beer,Sam Nguyen,162,139,0,11,2
2026-02-10,San Antonio,Central Market,Lone Star Vodka,Beer,Jordan Lee,157,182,1,10,0
2026-02-10,San Antonio,Tom Thumb,Hill Country IPA,Beer,Jordan Lee,186,206,1,11,0
2026-02-10,Austin,Tom Thumb,Gulf Tequila,Wine,Drew Kim,122,119,0,12,0
2026-02-10,Dallas,Tom Thumb,Estate Ridge Cabernet,Beer,Alex Carter,154,191,1,11,1
2026-02-10,San Antonio,Whole Foods,Hill Country IPA,Beer,Drew Kim,201,232,2,18,1
2026-02-10,Houston,Kroger,Gulf Tequila,Beer,Sam Nguyen,195,201,1,14,1
2026-02-10,San Antonio,Whole Foods,Prairie Pinot Grigio,Spirits,Jamie Patel,122,124,0,8,1
2026-02-10,San Antonio,Market Street,Prairie Pinot Grigio,Spirits,Alex Carter,169,180,1,10,1
2026-02-10,Austin,Whole Foods,Hill Country IPA,Spirits,Jamie Patel,143,145,0,11,0
2026-02-10,San Antonio,Tom Thumb,Estate Ridge Cabernet,Beer,Drew Kim,169,139,1,7,2
2026-02-10,Houston,Central Market,Prairie Pinot Grigio,Beer,Alex Carter,180,204,1,7,1
2026-02-10,San Antonio,Central Market,Lone Star Vodka,Spirits,Jamie Patel,128,103,0,17,0
2026-02-10,Houston,Tom Thumb,Hill Country IPA,Beer,Riley Brooks,184,219,3,15,4
2026-02-10,Dallas,Market Street,Gulf Tequila,Spirits,Taylor Morgan,126,156,1,14,1
2026-02-10,Houston,Whole Foods,Gulf Tequila,Wine,Drew Kim,169,153,0,13,1
2026-02-10,Dallas,Tom Thumb,Lone Star Vodka,Beer,Alex Carter,163,152,0,14,0
2026-02-10,San Antonio,Central Market,Lone Star Vodka,Spirits,Casey Diaz,116,165,2,8,0
2026-02-10,Dallas,Whole Foods,Prairie Pinot Grigio,Beer,Drew Kim,161,161,0,16,1
2026-02-10,Austin,Market Street,Gulf Tequila,Beer,Jamie Patel,168,191,1,13,0
2026-02-10,San Antonio,Kroger,Prairie Pinot Grigio,Wine,Alex Carter,151,123,0,12,5
2026-02-10,Houston,Central Market,Prairie Pinot Grigio,Beer,Jamie Patel,189,205,1,14,0
2026-02-10,Houston,Central Market,Hill Country IPA,Spirits,Alex Carter,138,135,1,6,1
2026-02-10,Dallas,Whole Foods,Hill Country IPA,Wine,Riley Brooks,158,149,0,13,0
2026-02-10,San Antonio,Kroger,Gulf Tequila,Beer,Drew Kim,178,203,1,19,0
2026-02-10,Houston,Tom Thumb,Estate Ridge Cabernet,Spirits,Riley Brooks,147,148,0,13,1
2026-02-10,Houston,Whole Foods,Estate Ridge Cabernet,Beer,Jordan Lee,189,177,1,11,0
2026-02-10,Austin,Kroger,Prairie Pinot Grigio,Beer,Alex Carter,162,124,0,13,2
2026-02-10,Austin,Market Street,Lone Star Vodka,Wine,Taylor Morgan,168,179,1,15,2
2026-02-10,Houston,Kroger,Gulf Tequila,Spirits,Drew Kim,83,60,0,14,2
2026-02-10,Austin,Whole Foods,Prairie Pinot Grigio,Wine,Jamie Patel,146,140,1,9,0
2026-02-10,Austin,Central Market,Hill Country IPA,Spirits,Jordan Lee,121,99,1,11,0
2026-02-10,Houston,Tom Thumb,Estate Ridge Cabernet,Beer,Jamie Patel,189,160,0,16,2
2026-02-10,Dallas,Market Street,Prairie Pinot Grigio,Wine,Jamie Patel,148,151,1,12,1
2026-02-10,Dallas,Central Market,Gulf Tequila,Spirits,Jamie Patel,103,102,1,14,1
2026-02-10,Dallas,Central Market,Hill Country IPA,Spirits,Jordan Lee,120,124,1,9,1
2026-02-10,Houston,Whole Foods,Estate Ridge Cabernet,Wine,Riley Brooks,188,168,1,13,1
2026-02-10,Dallas,Whole Foods,Lone Star Vodka,Wine,Alex Carter,130,113,1,12,1
2026-02-10,Houston,Whole Foods,Lone Star Vodka,Beer,Drew Kim,219,207,0,12,1
2026-02-10,Austin,Central Market,Lone Star Vodka,Beer,Taylor Morgan,194,178,2,7,1
2026-02-10,San Antonio,Whole Foods,Gulf Tequila,Wine,Taylor Morgan,166,217,3,11,1
2026-02-10,Dallas,Whole Foods,Gulf Tequila,Wine,Casey Diaz,108,120,2,14,1
2026-02-10,Houston,Market Street,Prairie Pinot Grigio,Beer,Jamie Patel,232,223,1,10,0
2026-02-10,Austin,Central Market,Estate Ridge Cabernet,Spirits,Taylor Morgan,133,130,1,17,0
2026-02-10,Austin,Kroger,Estate Ridge Cabernet,Wine,Sam Nguyen,112,100,1,13,0
2026-02-10,Houston,Central Market,Lone Star Vodka,Wine,Jamie Patel,161,171,1,8,0
2026-02-10,Houston,Central Market,Estate Ridge Cabernet,Beer,Alex Carter,185,192,2,13,0
2026-02-10,Dallas,Whole Foods,Lone Star Vodka,Spirits,Alex Carter,116,119,1,11,1
2026-02-10,Houston,Tom Thumb,Hill Country IPA,Beer,Sam Nguyen,165,161,1,12,0
2026-02-10,Austin,Whole Foods,Estate Ridge Cabernet,Spirits,Riley Brooks,136,159,2,11,1
2026-02-10,San Antonio,Tom Thumb,Hill Country IPA,Beer,Drew Kim,180,182,0,15,1
2026-02-10,Austin,Market Street,Prairie Pinot Grigio,Beer,Alex Carter,152,152,1,12,0
2026-02-10,Houston,Whole Foods,Gulf Tequila,Wine,Casey Diaz,154,196,3,11,0
2026-02-10,Dallas,Tom Thumb,Prairie Pinot Grigio,Beer,Jordan Lee,159,165,0,9,1
2026-02-10,Dallas,Kroger,Gulf Tequila,Spirits,Jordan Lee,124,111,0,12,0
2026-02-10,Austin,Tom Thumb,Prairie Pinot Grigio,Wine,Jamie Patel,115,145,2,15,0
2026-02-10,Austin,Market Street,Lone Star Vodka,Spirits,Sam Nguyen,113,125,2,12,2
2026-02-10,Houston,Market Street,Hill Country IPA,Wine,Taylor Morgan,186,128,0,16,3
2026-02-10,San Antonio,Kroger,Lone Star Vodka,Wine,Taylor Morgan,166,159,1,9,0
2026-02-10,Houston,Whole Foods,Lone Star Vodka,Beer,Riley Brooks,210,253,2,11,0
2026-02-10,Austin,Whole Foods,Estate Ridge Cabernet,Wine,Taylor Morgan,126,157,3,9,1
2026-02-10,Austin,Tom Thumb,Lone Star Vodka,Wine,Drew Kim,129,138,0,17,0
2026-02-10,Houston,Tom Thumb,Gulf Tequila,Wine,Sam Nguyen,138,121,0,8,0
2026-02-10,Austin,Kroger,Lone Star Vodka,Wine,Sam Nguyen,121,116,0,8,1
2026-02-11,Austin,Market Street,Estate Ridge Cabernet,Spirits,Alex Carter,132,164,2,7,1
2026-02-11,San Antonio,Whole Foods,Hill Country IPA,Wine,Sam Nguyen,154,163,1,6,0
2026-02-11,Austin,Market Street,Prairie Pinot Grigio,Spirits,Drew Kim,142,126,1,13,3
